"","DCIS.15T","DCIS.166T","DCIS.178T","DCIS.17T","DCIS.18T","DCIS.274T","DCIS.280T","DCIS.307T","DCIS.320T","DCIS.322T","DCIS.336T","IDC.127T","IDC.180T.HER2.","IDC.192T.HER2.","IDC.229T.HER2.","IDC.249T.TN","IDC.251T.TN","IDC.255T.TN","IDC.340T.TN","IDC.97T","IDC.242T","IDC.256T","N113OT","N113ST","N166OT","N166ST","N169OT","N169ST","N170OT","N170ST","N215OT","N215ST","N250OT","N250ST","N253OT","N253ST","N256ST.BRCA1","N261ST.BRCA1","N335ST.BRCA2","N352ST.BRCA1","N353ST.BRCA2"
"ACAA2",4,118,0,24,13,3,0,18,0,0,0,11,20,35,35,0,0,0,0,0,274,3,1,0,83,1171,8,282,172,6,147,3,0,1,7,4,0,1810,2,6,36
"ACACA",58,31,4964,175,173,0,1,0,0,2,0,76,14,21,11,87,1,0,0,107,59,279,36,8,3,2,32,12,2,28,6,1,11,101,119,78,4,21,38,23,9
"ACACB",184,1459,87,154,342,249,1802,5,0,44,0,98,1,4,0,0,0,0,2,17,7,11,71,5,38,47,26,25,40,3903,40,18,32,10,7,37,21,105,86,928,19
"ACAD10",133,13,65,15,11,0,217,0,0,2,0,95,0,13,1,0,0,0,0,5,7,7,127,1,97,211,21,11,115,25,0,0,0,24,71,44,0,1,0,0,0
"ACAD11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACAD8",44,8,1,208,11,0,6,0,0,8,0,9,2,8,6,0,0,0,0,47,1,1,0,2,10,23,1,2,14,2926,2,4,289,9,127,7,1,2,25,3,1
"ACAD9",31,2,16,571,42,0,1,0,0,14,7,75,0,23,11,1,20,3,0,1,347,0,6,3,83,68,77,82,1,4,3,115,7,1774,11,97,1,2,74,1,3
"ACADL",1,0,2,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,28,87,19,15,1,0,1,4,2,0,0,1,0,3,0,0,0,0,0,0
"ACADM",3,25,4,23,7,7,0,0,0,0,1,10,25,59,117,0,0,0,0,1,6,0,5,2,0,0,0,3,1,0,3,0,0,1,9,5,0,9,1,6,53
"ACADS",28,49,39,92,42,0,4,0,0,0,0,51,1,2,6,0,4,1,0,3,6,69,86,18,23,46,44,58,32,38,30,199,24,137,5,25,0,1,2,1,1
"ACADSB",27,33,5,142,11,1,2,0,40365,0,18,70,23,46,5,0,1,0,0,2,17,0,76,12,471,64,7,211,73,288,0,84,693,50,1,10,9,116,12,25,108
"ACADVL",4,29,3,226,35,65,39,44,613,1294,86,29,14,38,17,1,3,0,10,3,2,94,2,1,107,352,5,28,14,910,6,2,1048,155,7,15,371,16647,159,846,143
"ACAN",132,2028,44,49,33,62,1,0,0,0,0,39,0,1,0,0,9,0,0,17,1108,13,28,5,17,59,10,21,61,36,33,26,9,134,20,130,0,0,7,0,0
"ACAP1",1031,17,111,12,600,393,415,33,5078,5,4391,84,3,56,23,224,149026,0,0,2,4,0,4,2,30,4,3,112,4,4,0,1,5054,20,8,1,11,440,700,6791,44
"ACAP2",4,29,10,3,4,152,9,0,0,2,120,20,83,108,224,0,13,0,3,18,229,6,7,51,55,2,9,31,7,10,9,7,4,0,6,34,38,94,863,57,625
"ACAP3",66,182,423,154,31,21,0,0,0,0,0,52,1,2,0,0,0,0,0,79,2098,102,33,75,38,63,8,320,166,29,15,88,29,109,92,44,0,17,0,92,15
"ACAT1",5,0,0,1,2,0,2,0,0,0,0,16,0,12,34,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,8,3,3,25,69
"ACAT2",277,0,1,0,5,0,7,0,0,0,0,1,6,5,36,0,1,0,0,0,67,1,5,0,5,67,39,0,0,1,0,0,26,6,1,0,14,19,3,6,13
"ACBD3",32,58,3,300,26,2,275,0,0,17,25,22,73,44,28,10,20,3,0,4,0,6,7,18,0,12,88,74,3,3,13,21,135,343,15,14,31,100,442,60,477
"ACBD4",72,8,23,2,8,1,0,0,0,0,0,64,1,0,0,1,1,0,0,0,0,5,0,1,4,0,1,4,3,1,1,3,6,1,1,3,1,1,0,2,4
"ACBD5",66,1,55,23,6,38,56,0,0,0,3,140,24,42,42,0,2,0,0,1,99,9,31,1,4,1,1,4,621,567,3,0,9,2,1471,20,45,44,486,25,92
"ACBD6",44,3,25,9,3,3,0,0,0,0,0,7,1,71,24,0,0,0,0,36,2,2,2,2,12,185,5,3,53,2,3,8,1,2,5,2,5,1,2,285,13
"ACBD7",53,0,7,6,67,11,8,0,0,0,375,3,0,0,14,0,0,2,0,0,9,9,1,0,0,0,1,1,0,0,1,0,1,1,0,0,25,22,55,15,1
"ACCS",38,21,5,48,1117,0,0,0,0,0,0,117,1,1,8,0,0,0,0,22,21553,23,1,28,4,4,47,4,1,25,193,2,0,6,20,149,0,0,2,0,0
"ACCSL",2,14,0,9,73,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,15,0,0,2,0,2,0,0,0,3,0,1,0,0,0,1,0,4,0,0,0
"ACD",28,4,1,23,72,30,1,0,8,0,8,5,2,12,7,0,8,0,0,6,3,0,295,11,6,3,1,121,3,10,3,2,1,335,2,3,38,599,8,6150,18
"ACE",126,4,1456,192,630,0,89,0,1,4,1,119,1,2,3,0,4,1,6,38,47,13,72,7,27,33,21,25,2,98,3,19,1,186,50,14,0,2,1,2,0
"ACE2",5,8,9,16,8,0,0,0,0,0,0,89,0,0,0,0,0,0,0,39,2,12,160,8,1,26,9,11,5,14,11,1,1,6,25,13,0,0,0,0,0
"ACER1",40,32,54,8,26,0,3,0,0,0,0,24,0,0,0,0,0,0,0,1745,541,16,36,130,603,357,3,16,69,206,28,38,1,138,153,1,0,0,0,0,0
"ACER2",26,12,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,1,0,0,1,2,0,1,85,0,1,0,0,1,8,0,0,16,1,1
"ACER3",12,26,27,17,24,2,12,0,24,0,0,6,19,23,5,0,4,0,0,0,4,23,2,1,1,32,24,252,0,156,66,7,2,1,1,2,4,22,22,23,51
"ACHE",44,30,115,19,206,1,12,0,0,0,0,25,0,0,0,3,1,0,0,73,1,5,4,2662,126,7,14,24,6,6,49,68,7,5,3,16,2,1,0,2,3
"ACIN1",156,453,203,95,293,17569,5331,69,164099,1225,4157,15,38,46,54,51,1802,5,1,13,270,11,1079,24,51,1302,69,805,11,1895,57,2,333,4801,51,457,177,440,460,1489,108
"ACKR1",3,3,4,423,36,3,168,0,0,0,0,238,0,0,0,0,0,0,0,0,15,13,0,0,2,1,7,1,7,1529,0,2,2,0,158,8918,0,0,0,13,0
"ACKR2",15,1,19,3,1356,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,309,2,8,4,1,30,10,11,2,12,19,90,0,0,4,3,0,0,0,0,0
"ACKR3",32,8,1,114,1026,1,20,1,0,0,0,13,15,0,0,0,0,0,0,67,1,30,20,126,17,7,3,11,3,2,7,3,19,11,7,109,1,1,65,3,27
"ACKR4",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ACLY",343,216,10,95,918,201,21,29,23,31,1270,613,26,44,58,41,7,151,0,1,1,0,13,62,14,3,210,14,16,469,16,11,37,91,1,3,14,511,180,152,131
"ACMSD",1,2,12,0,1,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,5,15,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ACO1",125,54,36,13,36,0,15,0,1,0,41,55,4,14,9,0,0,1,0,1,260,6,233,201,94,54,24,32,17,2,64,18,15,97,10,112,1,24,47,19,255
"ACO2",55,75,1,29,46,4,22,0,0,0,0,0,6,12,11,0,1,0,0,0,1,1,2,49,0,0,19,18,0,25,1,0,9,0,0,7,9,5,98,4,14
"ACOD1",0,0,0,0,22,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,21,19
"ACOT1",1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
"ACOT11",52,10,50,114,1422,2,2,0,0,0,0,38,0,0,0,0,0,0,0,415,430,40,16,9,142,341,60,41,99,773,38,4,2249,11,11,12,0,0,0,2,1
"ACOT12",206,13,38,1,1379,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,4,26,26,3,2,2,4,20,31,6,4,135,0,6,10,44,0,0,0,0,0
"ACOT13",6,3,1,0,4,0,2,20,0,0,0,1,29,47,26,0,0,0,0,1,2,0,0,0,2,0,3,1,0,0,1,2,1,1,2,4,2,4,104,3,93
"ACOT2",0,0,0,0,1,2,1,0,0,0,158,2,1,1,4,0,0,0,0,0,43,0,0,0,20,1,0,2,1,8,0,0,0,0,4,0,0,0,0,4,23
"ACOT4",23,2,8,0,50,0,210,0,0,0,0,2,0,0,2,0,0,0,0,0,64,1,130,0,5,3,3,20,3,0,0,2,1,17,0,5,0,0,0,0,13
"ACOT6",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,25,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
"ACOT7",148,7,236,16,110,2,0,0,0,0,0,83,3,29,7,2,2679,0,5,19,39,33,1388,19,15,94,0,93,1839,2282,891,14,201,23,0,10,32,9,210,3,29
"ACOT8",9,8,16,8,8,0,0,0,0,0,0,9,2,4,1,0,0,0,0,3,0,0,83,3,10,18,8,2,2,2,16,14,8,3,0,6,0,0,0,64,1
"ACOT9",2,0,5,2,0,0,2,0,1,0,0,1,42,32,30,0,0,0,0,982,4,0,1,10,1,2,2,11,1,1,4,1,568,3,1,5,130,13,0,21,106
"ACOX1",13,139,25,22,172,15,211,0,0,5,1206,6,16,32,83,10,4,1,2495,16,264,22,96,20,474,104,15,6,129,82,6,481,1,21,9,7,3,31,49,12,70
"ACOX2",18,4,0,11,78,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,39,0,0,6,7,68,0,1,11,3,3,263,0,0,1,4,0,0,0,0,0
"ACOX3",43,28,29,151,206,1,1,0,0,0,13,2,5,15,5,0,0,0,0,45,41,14,204,0,6,14,4,33,24,7,9,5,1,38,78,6,1,9,5,153,10
"ACOXL",39,8,4,21,28,0,1,0,0,0,0,19,0,0,0,0,0,0,0,33,3,137,18,5,23,5,12,14,2,12,2,23,4,3398,5,3,1,0,0,3,0
"ACP1",2,4,41,13,68,0,642,0,1,0,0,0,27,119,35,0,0,0,0,8,1,7,5,6,603,95,1,4,1,23,2,4,13,92,1,7,3,11,5,1,117
"ACP2",123,9,1,5,2,0,215,0,0,0,0,1,19,3,7,0,0,1,1,4,148,0,1,7,7,4,0,11,9,1,1,2,1,3,11,0,0,6,4,4,1
"ACP5",5,2,31,1,30,0,0,0,0,0,0,4,53,14,7,0,0,1,0,1,17,2,2,3,12,4,2,6,2,5,2,4,1,0,0,2,0,1,0,0,7
"ACP6",62,231,12,9,13,2,0,0,0,0,0,0,0,8,1,0,0,0,0,12,0,1,1,0,0,3,2,1,81,4,5,1,0,0,1,0,0,3,0,0,1
"ACP7",46,48,92,117,8,3,22,0,0,0,0,26,0,0,0,0,0,0,0,8,11,4,9658,15,16,11,1,18,1331,19,2,4,3,46,1,13,20,1,0,0,0
"ACPP",7,4,16,1,10,2,1024,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,2,14,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"ACPT",24,8,28,14,71,0,0,1,0,0,0,4,0,0,7,0,180,0,0,5,0,8,49,0,1,11,1,8,2,29,1,2,0,16,2,0,1,3,8,4,5
"ACR",1,0,6,1,1,0,49,0,0,0,0,2,0,0,0,0,0,0,0,0,71,0,0,0,1,163,0,16,1,0,2,0,1,0,2,0,0,0,0,0,0
"ACRBP",195,27,11,45,2,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,75,0,1,606,4,0,1,1,0,0,0,3,0,0
"ACRC",9,2,0,3,8,24,337,22,6,425,47,25,0,15,2,0,4,0,0,1,50,835,3,0,2,1,3,3,125,4,1,1,1,11,28,7,5,31,26,34,131
"ACRV1",1,1,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,9,265,1,0,2,0,0,1,0,0,0,0,0,0,0,13,0
"ACSBG1",78,63,6,530,17,9,1,0,0,0,0,5,0,0,1,0,0,0,0,3,1213,6,129,80,56,460,157,10,4,1,6,727,2109,4,7,0,0,0,1,0,0
"ACSBG2",10,1,7,166,103,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,35,0,1,0,2,1,0,1,0,539,2,0,2,3,0,0,0,0,0,0,0
"ACSF2",17,1,566,50,88,0,181,103,0,0,0,14,2,4,0,0,0,0,0,2,6,3,101,124,2,6,0,24,9,2,4,0,242,3,2,7,2,122,1,8,2
"ACSF3",92,59,59,106,44,0,0,3,0,0,1,28,0,1,8,39,1,19,1,6,38,6,16,160,120,57,44,49,33,3,30,7,2,28,3,6,1,11,555,162,22
"ACSL1",10,6,1,45,20,0,46,0,2,205,19,11,2260,83,34,4,10,5,0,15,11,156,1,20,1,3,3,6,6,38,14,1,16,18,2,14,700,24,54,46,2768
"ACSL3",180,22,2,1,13,29,93,0,3,1,60,3,177,57,42,5,34,41,0,1,3,0,0,2,2,3,1,38,4,8,0,1,28,7,1,61,65,148,53,181,270
"ACSL4",2,1,19,3,3,0,639,0,0,203,12,38,101,108,93,0,14,0,1152,15,377,21,23,0,10,198,7,581,16,1,11,17,31,14,22,6,23,113,27868,1031,1934
"ACSL5",16,9,6,0,31,1,276,464,30,0,0,3,28,47,47,0,0,3,0,54,16,1,1,0,4,0,1,3,1,0,0,0,0,0,1,15,12,4,0,1483,312
"ACSL6",118,8,32,49,13,646,34,0,1,0,0,11,6,13,11,0,1,2,2,15,2,2,1,0,8,42,12,6,3,86,6,2,4,6,1,35,0,0,0,34,1
"ACSM1",5,0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,8,0,6,8,2,1,26,0,1,16,1,1,15,0,0,0,0,0
"ACSM2A",1,1,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,12,1,4,0,0,0,0,0,64,0,0,0,3,3,0,0,0,0,17,0
"ACSM2B",0,15,2,2,10,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,59,0,0,8,0,0,1,0,0,0,3,0,1,3,43,1,0,0,0,1,0
"ACSM3",1,2,6,0,138,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,35,2,0,0,1,1,0,0,3,9,4
"ACSM4",2,5,1,0,12,183,0,0,0,0,0,15,1,0,0,0,0,0,0,8,6,0,1,1,0,1,0,3,0,418,0,0,1,0,0,1,0,0,0,19,0
"ACSM5",31,13,0,8,719,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,0,1,0,74,0,0,36,2,2,3,0,0,2,0,0,0,0,0,0
"ACSM6",6,0,22,5,9,21,0,0,0,0,0,13,0,0,0,0,0,0,0,3,6,22,51,9,1,15,2,47,104,19,20,1,1,3,10,69,0,0,0,0,0
"ACSS1",32,10,4,248,32,15,37,0,2,0,40,32,2,10,6,1,3,0,1,5,128,14,10,5,5,7,9,33,64,39,8,1,3,171,67,2,1,180,54,74,8
"ACSS2",60,2,5,99,95,0,0,0,0,0,0,12,3,0,6,1,0,0,1,4,1,0,22,3,3,0,0,6,0,2,41,3,3,18,0,5,0,2,1,1,3
"ACSS3",2,12,6,4,122,76,0,0,0,0,0,4,0,0,0,0,0,0,0,9,1,0,0,5,7,4,1,16,2,2,1,2,1,5,0,0,1,0,1,0,0
"ACTA1",105,8,57,14,360,0,11,0,0,0,0,36,0,0,0,0,0,0,0,11,6,520,60,7,9,39,36,86,675,54,140,50,21,56,216,38,0,0,1,0,0
"ACTA2",23,3,8,0,5,137,27,0,0,0,4,3,0,48,6,0,6,2,0,1,32,0,0,0,2,0,0,0,1,0,1,1,81,1,0,0,0,0,0,0,8
"ACTA2-AS1",6,2,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
"ACTB",673,133,1638,280,989,14866,63517,500,7377,2008,586,95,1070,3863,1490,11687,26445,236,819,1005,266,134,2707,490,135,1224,2160,977,497,2073,56,425,4226,10703,849,740,842,4944,1382,5438,2084
"ACTBL2",471,1,221,3,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,92,12,0,0,1,1,9,1,1,1,0,0,17,1,0,139,0,0,0,0,0
"ACTC1",82,3,608,31,11,0,2,0,0,0,0,8,0,0,0,0,0,0,0,8,5,1,87,16,130,7066,2,12,106,1597,7,4,3,27,3,2,0,0,0,0,0
"ACTG1",57,76,119,2535,707,3688,56227,112,60,39,665,146,648,2898,1656,5122,218,566,5445,28,960,294,981,4005,666,35346,2877,377,1455,3861,115,10,1472,2987,746,570,255,11684,12294,226,1752
"ACTG1P17",0,1,4,3,11,0,2,0,0,0,0,13,0,3,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0
"ACTG1P20",20,23,2,4,8,10,99,0,2,5,0,10,1,19,95,3,9,10,57,0,3,0,20,3,44,25,15,1,3,2,1,0,0,1,3,11,62,76,401,43,36
"ACTG1P4",1,1,1,5,9,0,11,0,0,0,0,1,0,1,1,0,0,0,1,18,3,1,29,0,7,0,3,16,2,0,0,1,2,0,0,5,0,0,1,0,0
"ACTG2",11,0,19,0,15,2,19,0,0,0,0,2,3,5,0,0,1,0,0,0,0,0,1,0,148,4,3,27,1,2,0,0,25,0,0,1,0,0,0,0,2
"ACTL10",45,16,115,57,17,0,0,0,0,0,0,71,0,2,6,0,0,0,0,0,4,17,34,9,96,159,178,9,123,7,12,850,2,2,2,3,0,0,0,2,4
"ACTL6A",1,2,4,7,0,0,3,0,0,0,0,43,0,47,18,0,0,0,0,0,23,0,1,0,1,1,0,11,0,0,26,0,1,4,5,0,2,46,14,0,86
"ACTL6B",49,3,12,7,5,16,0,0,0,0,0,4,0,0,3,0,0,0,0,0,26,1,1,0,2,3,0,2,5,1685,0,3,0,1,0,2,0,0,0,0,0
"ACTL7A",8,17,23,12,6,0,0,0,0,0,0,65,0,0,0,0,0,0,0,24,0,1,46,12,53,1,2,35,88,62,2,2,1,33,1,1,0,0,0,13,0
"ACTL7B",4,0,381,4,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,331,24,8,7,2,8,22,43,18,10,223,4,11,0,8,29,6,0,0,0,0,0
"ACTL8",12,8,38,8,287,0,0,0,0,0,0,12,0,0,0,0,0,0,0,24,7,1,10,0,11,6,87,41,34,9,0,1,0,7,3,1,0,0,0,0,0
"ACTL9",64,9,37,23,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,13,11,1,35,4,5,12,1,5,1,3,0,0,1,11,0,0,0,0,0
"ACTN1",124,837,23,106,109,8,252,1,0,0,0,38,11,21,7,11,0,0,47,3,9,9,301,18,110,136,13,32,3,154,5386,15,16,16,4,15,6,826,8,43,137
"ACTN1-AS1",0,92,1332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0
"ACTN2",125,11,15,226,247,0,5,0,0,0,3,29,1,0,0,0,0,0,1,353,6,28,125,79,306,25,53,47,24,661,61,91,523,11,24,190,1,1,0,0,1
"ACTN3",434,92,3162,76,27,0,0,0,0,0,0,141,0,0,0,0,0,0,1,14,4,44,22,68,68,6,76,18,190,687,21,32,256,12,30,130,0,0,2,0,0
"ACTN4",432,35,54,733,51,1605,61525,24243,12,63,34,253,91,80,32,1306,335,2,1,1290,262,187,5038,106,16,100,230,96,14,77,70,6,1,35,22,84,102,244,241,4504,89
"ACTR10",21,6,22,2,15,1,13,0,0,112,0,11,13,31,34,0,0,0,1,53,26,7,44,60,9,63,15,5,47,18,3,7,40,8,10,316,8,3,6,8,78
"ACTR1A",169,23,251,15,5114,52,9,15,2,0,6,3,20,20,14,2,117,0,6,93,4206,1,2,8,10,140,15,3,7,73,4,101,1,35,14,6,13,27,9,502,64
"ACTR1B",574,70,88,92,42,0,140,0,0,0,1,19,7,24,14,0,0,0,0,10,6,9,18,2,9,1,3,13,3,2,0,9,3,0,8,8,10,5,27,35,22
"ACTR2",17,11,5,8,4,72,40,0,0,217,6,0,367,619,557,0,4,2,271,0,32,2,7,6,2,5,3,52,4,3,4,4,2,36,21,20,37,82,129,179,1653
"ACTR3",9,6,411,53,17,140,33,12,22,31,3,14,221,643,1484,141,27,0,102,0,11,13,46,10,21,97,21,7,767,5,14,2,25,27,1814,21,100,438,104,169,635
"ACTR3B",11,41,26,569,35,6,11,0,0,42,2,18,1,0,0,0,0,0,0,9,4,6,64,1,7,23,9,35,59,1,5,435,25,19,165,39,0,0,34,0,0
"ACTR3BP2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0
"ACTR3BP5",0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"ACTR3C",2,1,0,2,2,0,0,0,0,0,0,1,0,12,1,0,0,0,0,4,2,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ACTR5",4,113,14,5,32,0,0,0,0,0,0,43,5,2,4,0,0,0,0,4,48,3,173,1,3,1,0,2,22,124,1,0,0,2,1,3,0,2,1,4,7
"ACTR6",2,9,29,8,5,0,6,0,0,0,0,8,1,100,63,0,0,0,0,0,2,0,0,0,2,0,8,1,0,0,17,1,3,1,0,98,2,11,0,10,62
"ACTR8",4,2,1,50,7,3,78,0,0,374,1,3,17,14,11,0,0,0,0,1,9,0,0,1,1,0,1,3,1,1,5,0,0,2,1,8,1,1,5,178,0
"ACTRT1",0,0,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,10,8,4,20,7,87,0,0,0,4,0,3,0,0,0,0,0
"ACTRT2",15,9,6,2,208,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,257,1,0,0,0,0,0,0
"ACTRT3",12,41,1,9,54,0,0,0,0,0,0,0,1,27,35,0,0,0,123,0,15,0,0,0,2,4,2,0,2,1,0,1,0,1,3,0,0,0,0,0,0
"ACVR1",192,2,32,7,771,0,1,0,0,0,244,8,7,2,11,0,0,1,1,45,19,1,43,1,12,6,20,31,0,3,2,1,6,31,12,12,1,6,6,28,131
"ACVR1B",63,3,4,16,29,0,61,1,0,1,1,22,0,0,1,0,8,1,2,1,2,9,0,0,42,30,3,3,146,71,28,12,53,2,4,7,5,20,13,0,123
"ACVR1C",0,15,10,7,6,1,4,0,0,0,9,4,0,6,4,4,1,0,0,20,18,3,1464,1,2,1,0,6,4,5,2,0,1,2,27,7,1,2,1,11,0
"ACVR2A",194,9,22,122,43,0,7,0,0,0,1,11,19,0,18,0,0,0,1,2,9,8,8,17,34,476,27,3,66,12,28,3,3,158,32,218,8,18,14,8,38
"ACVR2B",616,237,164,36,160,96,19,0,2,0,41,26,1,8,2,0,0,0,104,2,3,8,0,4,15,5,4,3,44,0,2,3,396,0,75,10,52,20,9,4,13
"ACVR2B-AS1",8,21,257,7,2,0,2,0,0,1,0,6,0,0,0,0,0,0,0,2,219,12,0,1,2,0,6,0,0,0,0,5,0,5,5,0,0,0,0,28,0
"ACVRL1",26,29,59,34,1626,1,0,0,0,0,0,319,1,1,0,0,0,0,1,76,18,25,23,5,285,119,228,383,13,106,8,357,16,12,1,127,0,2,1,72,4
"ACY1",9,5,14,6,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,10,16,2,6,16,2,2,2,12,2,9,10,30,8,4,4,0,2,0,0,0
"ACY3",8,15,10,9,29,0,0,0,1,0,2777,15,0,0,0,10,0,0,0,0,19,0,1,3,2,4,0,3,89,21,7,27,2,1,1,1,0,0,0,0,0
"ACYP1",1,0,3,1,10,9,1,0,0,0,2,0,0,7,0,0,0,0,0,0,3,3,1,0,2,1,1,2,4,0,0,0,0,35,1,0,0,0,0,0,2
"ACYP2",14,2,1,10,14,1,53,0,0,0,0,17,0,20,3,0,0,0,4,15,3,2,1,0,12,13,2,0,1605,4,2,1,0,0,19,1,0,2,0,1,7
"ADA",9,24,18,483,36,642,4979,0,0,0,0,24,2,29,5,0,1,0,1,9,8,2,25,234,2,27,5,18,9,2,24,0,0,12,0,1,1,5,0,2,33
"ADAD1",4,0,7,5,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,2,0,2,2,1,0,1,7,1,6,1,0,0,0,0,0,0
"ADAD2",36,79,114,76,13,3,0,1,0,1,0,26,0,0,0,0,0,0,0,4,3,2,47,18,120,218,12,27,1220,537,6,10,1,54,18,6,0,0,0,0,0
"ADAL",1,0,3,1,79,1,0,0,0,0,0,2,5,13,8,0,0,0,0,12,0,2,0,17,1,0,0,0,89,1,0,0,0,1,1,0,1,1,48,1,1
"ADAM10",10,3,2,5,5,1,42,0,64,22,7,1,157,82,64,36,0,0,891,0,10,1,18,2,991,1,5,18,2,36,17,2,712,254,3,5,83,52,143,58,205
"ADAM11",58,59,22,23,52,0,0,0,0,0,0,206,0,1,0,0,0,0,0,9,261,11,94,796,80,93,14,15,456,44,26,122,6,4,0,6,0,5,0,2,0
"ADAM12",38,72,64,65,113,1,1,0,0,1,0,35,49,11,4,0,0,0,0,77,1608,77,136,160,906,295,1616,451,183,54,134,28,5,30,82,51,0,5,0,5,10
"ADAM15",92,9,1713,26,37,249,763,0,0,0,0,66,0,7,4,0,1,0,0,1,6,0,2,2,29,1,3,5,5,596,2,93,1,25,0,8,0,36,9,27,2
"ADAM17",19,6,7,5,7,43,27,0,1,0,26,9,12,26,33,0,0,0,58,0,7,9,1,0,2,1,1,2,33,2,1,3,476,30,86,6,32,164,61,40,203
"ADAM18",4,0,0,11,14,0,42,0,0,0,0,6,0,1,0,0,0,0,0,11,4,0,0,0,0,0,3,48,1,22,1,0,0,3,0,12,0,0,0,0,0
"ADAM19",186,113,49,82,43,19,62,0,0,0,136,19,1,43,13,0,5,197,0,44,61,26,125,5,13,6,6,22,50,42,3,76,11,11,2,10,16,256,662,163,50
"ADAM1A",137,52,2,111,115,0,0,0,3,0,0,3,3,0,2,0,0,0,0,1,1,2,1,0,1,0,0,0,2,10,0,0,11,0,1,1,0,120,0,1,0
"ADAM2",0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,3,75,1,0,0,1,0,0,37,0,3,0,0,0,0,0,0
"ADAM20",3,2,2,1,18,0,133,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0
"ADAM20P1",0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM21",16,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
"ADAM21P1",4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0
